image_id,title,aspect_ratio,main_color,colors,tags,adult,aperture,camera,focal_length,google_place_id,iso,latitude,longitude,manufacturer,medical,orientation,racy,shutter_speed,software,spoof,violence,location
2888104,Smoking A Fish On A Line,0.6666666667,"[104, 86, 56]","['#000000', '#bdb76b']","['adult', 'barbecue', 'bbq', 'burn', 'burning', 'campfire', 'charcoal', 'close-up', 'coal', 'cooking', 'daylight', 'delicious', 'fire', 'firewood', 'fish', 'flame', 'food', 'grill', 'grilling', 'group', 'hanging', 'heat', 'hot', 'line', 'outdoors', 'people', 'seafood', 'smoke', 'smoking', 'warm', 'wood']",very_unlikely,1.0,X-T10,50.0,,1600.0,,,FUJIFILM,very_unlikely,1.0,unlikely,,Adobe Photoshop Lightroom 6.0 (Macintosh),unlikely,very_unlikely,
1808182,White and Brown Cat Plush Toy,0.6666666667,"[162, 156, 144]","['#000000', '#2f4f4f', '#8b4513', '#a0522d', '#c0c0c0']","['arms', 'bed', 'close-up', 'fashion', 'film', 'furniture', 'hands', 'indoors', 'man', 'memories', 'person', 'photos', 'pictures', 'room', 'wear']",unlikely,1.8,NIKON D5500,35.0,,500.0,,,NIKON CORPORATION,very_unlikely,1.0,possible,,Adobe Photoshop CC 2018 (Windows),very_unlikely,very_unlikely,
1268498,Man Sitting on Sand,0.6666666667,"[188, 184, 189]","['#2f4f4f', '#d3d3d3']","['adult', 'adventure', 'beach', 'black', 'enjoyment', 'eyeglasses', 'eyewear', 'fashion', 'fine looking', 'glasses', 'leisure', 'man', 'outdoors', 'portrait', 'pose', 'recreation', 'relax', 'relaxation', 'sitting', 'view']",very_unlikely,1.8,Canon EOS 1100D,50.0,,100.0,,,Canon,very_unlikely,0.0,unlikely,,Adobe Photoshop Lightroom Classic 7.0 (Windows),very_unlikely,very_unlikely,
1303477,Sparkling Bonfire,1.3333333333,"[51, 28, 9]","['#000000', '#556b2f', '#8b0000', '#8b4513', '#b8860b', '#ff8c00', '#ffefd5']","['blaze', 'blazing', 'burn', 'burning', 'burning flame', 'burnt', 'charcoal', 'close-up', 'danger', 'dark', 'embers', 'fire', 'fire background', 'fire wallpaper', 'fireplace', 'firewood', 'flame', 'flames', 'flaming', 'flammable', 'heat', 'hot', 'ignite', 'inferno', 'outdoors', 'red', 'warm', 'warmly', 'warmth', 'wildfire', 'wood']",very_unlikely,1.5,SM-G960F,4.3,,640.0,,,samsung,very_unlikely,0.0,very_unlikely,,Adobe Photoshop Lightroom Classic 7.3.1 (Windows),very_unlikely,very_unlikely,
1990360,Woman Lying on Bed,0.6666666667,"[147, 118, 97]","['#000000', '#a0522d', '#e9967a', '#faf0e6']","['beautiful', 'beauty', 'bed', 'bedroom', 'facial expression', 'female', 'hair', 'hairstyle', 'home', 'indoors', 'leisure', 'model', 'person', 'photoshoot', 'portrait', 'pose', 'pretty', 'reclining', 'relax', 'relaxation', 'room', 'tattoo', 'wear', 'woman']",unlikely,2.8,Canon EOS R,35.0,,1600.0,,,Canon,very_unlikely,0.0,unlikely,,Adobe Photoshop Lightroom Classic 8.2 (Windows),very_unlikely,very_unlikely,
1108193,Laughing Baby Wearing White Shirt,1.3630593462,"[218, 214, 213]",['#f5f5f5'],"['baby', 'bed', 'bedroom', 'boy', 'child', 'close-up', 'cute baby', 'eyes', 'face', 'facial expression', 'furniture', 'happy', 'indoors', 'infant', 'innocence', 'kid', 'little', 'person', 'room', 'son', 'throw pillows', 'young']",unlikely,2.8,NIKON D5,35.0,ChIJ6YsdRXreyIkRAtfdWuDlPHc,125.0,40.1044709,-76.999871,NIKON CORPORATION,very_unlikely,0.0,possible,,Adobe Photoshop Lightroom Classic 7.1 (Macintosh),very_unlikely,very_unlikely,"Dillsburg, PA, United States"
1034584,Photography of Bedroom,0.7400793651,"[174, 169, 167]","['#000000', '#808080', '#8b4513', '#c0c0c0']","['apartment', 'bed', 'bedding', 'bedroom', 'bedroom background', 'bedroom wallpaper', 'comfort', 'contemporary', 'cushion', 'decoration', 'design', 'family', 'furniture', 'house', 'indoors', 'inside', 'interior', 'interior design', 'lamp', 'messy', 'modern', 'pillows', 'residential', 'room', 'trading floor']",very_unlikely,2.4,iPhone X,6.0,,80.0,,,Apple,very_unlikely,0.0,very_unlikely,,VSCO,very_unlikely,very_unlikely,
2202899,Woman Sitting While Wearing Black Framed Eyeglasses,1.0605884066,"[70, 56, 48]","['#000000', '#a0522d', '#d2b48c']","['beautiful', 'book', 'cozy', 'eyewear', 'knowledge', 'learning', 'reading', 'reading glasses', 'woman']",very_unlikely,1.8,,50.0,,100.0,,,,very_unlikely,0.0,unlikely,,,very_unlikely,very_unlikely,
1591736,Woman in Black Monokini,0.9906716418,"[15, 10, 10]","['#000000', '#696969']","['art', 'black background', 'costume', 'creepy', 'culture', 'dark', 'eerie', 'erotic', 'fantasy', 'fashion', 'girl', 'glamour', 'halloween', 'horror', 'hot', 'makeup', 'model', 'nude', 'person', 'portrait', 'scary', 'sexy', 'woman']",unlikely,5.6,NIKON D90,35.0,,100.0,,,NIKON CORPORATION,very_unlikely,1.0,likely,,Adobe Photoshop CC 2015 (Windows),very_unlikely,very_unlikely,
1367179,Silhouette Of Trees Under Blue Sky,0.6666666667,"[140, 160, 166]","['#000000', '#a9a9a9']","['air', 'atmosphere', 'blue', 'blue sky', 'cloudiness', 'clouds', 'clouds form', 'clouds in the sky', 'cloudscape', 'cloudy', 'cloudy sky', 'cumulus', 'day', 'daylight', 'downy', 'dreamy', 'fluffy', 'heaven', 'meteorology', 'mobile wallpaper 4k', 'outdoors', 'oxygen', 'pattern', 'puffy', 'scenery', 'scenic', 'season', 'sky', 'sky background', 'sky wallpaper', 'skyscape', 'stratosphere', 'texture', 'weather', 'white', 'white clouds']",very_unlikely,11.0,Canon EOS 6D,85.0,,125.0,,,Canon,very_unlikely,1.0,very_unlikely,,Adobe Photoshop CC 2018 (Windows),very_unlikely,very_unlikely,
1910231,Pink and Blue Light Illustration,0.6666666667,"[63, 22, 42]","['#000000', '#00bfff', '#4682b4', '#800000', '#800080', '#b22222', '#db7093']","['abstract', 'art', 'artistic', 'blur', 'bright', 'dark', 'design', 'dynamic', 'energy', 'fantasy', 'fantasy background', 'futuristic', 'graphic design', 'insubstantial', 'light', 'light painting', 'light streaks', 'long exposure', 'smooth', 'surreal']",very_unlikely,3.5,Canon EOS Rebel T6,18.0,,400.0,,,Canon,very_unlikely,0.0,unlikely,,Adobe Photoshop Lightroom Classic 8.1 (Windows),very_unlikely,very_unlikely,
2700332,Men's Black and Gray Collared Top,0.800170068,"[76, 109, 128]","['#000000', '#87cefa', '#add8e6']","['adult', 'artistic', 'artwork', 'close-up', 'concept', 'conceptual', 'creative', 'creativity', 'design', 'edit', 'face', 'facial expression', 'facial hair', 'fantasy', 'fashion', 'guy', 'head', 'imagination', 'indoors', 'inside', 'looking', 'male', 'man', 'model', 'outfit', 'person', 'photoshoot', 'portrait', 'shattered', 'shattered glass effect', 'side view', 'window']",very_unlikely,2.0,Canon EOS 6D,50.0,,400.0,,,Canon,very_unlikely,1.0,unlikely,,Adobe Photoshop CS6 (Macintosh),very_unlikely,very_unlikely,
2712948,Woman Wearing Black Leather Top,0.6666666667,"[14, 14, 16]","['#000000', '#bc8f8f']","['art', 'beautiful', 'black background', 'black jacket', 'black leather jacket', 'costume', 'dark', 'face', 'fantasy', 'fashion', 'feathers', 'female', 'female model', 'girl', 'headdress', 'leather', 'makeup', 'model', 'person', 'photoshoot', 'pose', 'style', 'wear', 'woman']",very_unlikely,8.0,Canon EOS 5D Mark III,30.0,ChIJRcbZaklDXz4RYlEphFBu5r0,100.0,25.2048493,55.2707828,Canon,very_unlikely,1.0,unlikely,,Adobe Photoshop CS6 (Macintosh),very_unlikely,very_unlikely,"Dubai, Dubai, United Arab Emirates"
2565347,Purple Cluster Petaled Flower,1.5,"[40, 40, 39]","['#000000', '#696969']","['art', 'beautiful', 'black background', 'bloom', 'blooming', 'blossom', 'bouquet', 'color', 'decoration', 'delicate', 'design', 'flora', 'flower arrangement', 'flowers', 'garden', 'leaves', 'love', 'petals', 'roses', 'still life', 'summer']",very_unlikely,11.0,Canon EOS 6D Mark II,24.0,,100.0,,,Canon,very_unlikely,1.0,very_unlikely,,Adobe Photoshop CC 2019 (Macintosh),very_unlikely,unlikely,
6306,Pink Decoration on Wine Glass,1.5,"[160, 148, 161]","['#2f4f4f', '#778899', '#a0522d', '#b0c4de', '#da70d6']","['anniversary', 'beads', 'candle', 'celebration', 'champagne', 'christmas', 'crystal', 'decor', 'decoration', 'drink', 'gift', 'glass', 'glass items', 'kap', 'luxury', 'occasion', 'party', 'pink', 'romance', 'romantic', 'shining', 'wedding', 'wine', 'xmas']",,1.4,Canon EOS 6D,35.0,,1000.0,,,Canon,,,,1/250,Adobe Photoshop Lightroom 5.7 (Windows),,,
763934,Three Woman and Man Wearing Apron,1.5098039216,"[134, 113, 112]","['#000000', '#2f4f4f', '#4169e1', '#696969', '#a9a9a9', '#cd5c5c', '#e9967a', '#faf0e6']","['apron', 'business', 'celebration', 'employees', 'enjoyment', 'family', 'fun', 'girls', 'happiness', 'happy workers', 'indoors', 'job', 'lanterns', 'love', 'man', 'models', 'party', 'people', 'photoshoot', 'pretty', 'restaurant', 'smile', 'women', 'work', 'workers', 'young']",,2.8,NIKON D7000,50.0,,1250.0,,,NIKON CORPORATION,,1.0,,,Adobe Photoshop CS6 (Windows),,,
1178985,Assorted Flower Bouquet Lot,0.75,"[165, 114, 97]","['#000000', '#696969', '#b22222', '#bc8f8f', '#cd5c5c', '#eedd82', '#faebd7']","['assortment', 'beautiful', 'bouquet', 'colors', 'decoration', 'flora', 'flores', 'flowers', 'love', 'petals', 'roses', 'still life']",very_unlikely,1.8,iPhone 7 Plus,3.99,,40.0,,,Apple,very_unlikely,1.0,unlikely,,VSCO,very_unlikely,unlikely,
1065081,Grayscale Photography of Four Women Wearing Clothes,1.5,"[182, 186, 192]","['#000000', '#2f4f4f', '#778899', '#d3d3d3']","['adult', 'black and white', 'door', 'facial expression', 'family', 'female', 'friends', 'friendship', 'fun', 'girlfriends', 'girls', 'happiness', 'joy', 'laugh', 'laughing', 'love', 'people', 'sisters', 'street', 'together', 'urban', 'wall', 'wear', 'women', 'young']",very_unlikely,6.3,Canon EOS 60D,20.0,,640.0,,,Canon,very_unlikely,0.0,unlikely,,Adobe Photoshop Lightroom 4.4 (Macintosh),very_unlikely,very_unlikely,
3080207,Silver Flower Ring On A Woman's Hand,0.75,"[74, 87, 94]","['#2f4f4f', '#696969', '#708090', '#a9a9a9']","['accessory', 'adult', 'beauty', 'close-up', 'denim', 'elegant', 'fall', 'fashion', 'fashionable', 'female', 'fingers', 'hand', 'human', 'jeans', 'jewelry', 'love', 'luxury', 'manicure', 'pants', 'person', 'ring', 'silver', 'skin', 'wear', 'woman']",,1.8,Pixel 3,4.44,,134.0,,,Google,,1.0,,,Snapseed 2.0,,,
2179653,Person Standing in Front of Pink Petaled Flowers,0.8,"[178, 149, 132]","['#000000', '#696969', '#bc8f8f']","['art', 'artsy', 'beautiful', 'blonde', 'blooming', 'blossom', 'blur', 'bride', 'close-up', 'delicate', 'fashion', 'flowers', 'love', 'model', 'nature', 'outdoors', 'person', 'petals', 'pink', 'portrait', 'relaxation', 'romance', 'romantic', 'summer', 'wedding']",very_unlikely,1.8,Canon EOS Rebel T6,50.0,ChIJ0WGkg4FEzpQRrlsz_whLqZs,100.0,-23.5505199,-46.6333094,Canon,very_unlikely,0.0,unlikely,,Adobe Photoshop Lightroom Classic 7.5 (Windows),very_unlikely,very_unlikely,"São Paulo, SP, Brasil"
226617,Person Holding Child's Hand,1.3333333333,"[147, 108, 94]","['#000000', '#708090', '#a0522d', '#b8860b', '#c0c0c0', '#e9967a', '#ffdab9']","['adult', 'aged', 'baby', 'care', 'child', 'conceptual', 'elderly', 'family', 'female', 'fingers', 'generation', 'girl', 'grandmother', 'grandparent', 'hand', 'healthcare', 'help', 'hold', 'holding hands', 'hope', 'hospital', 'human', 'jewelry band', 'kid', 'little', 'living', 'love', 'newborn', 'people', 'person', 'portrait', 'skin', 'support', 'symbol', 'thumb', 'tiny', 'togetherness', 'touching', 'unity', 'woman', 'young']",unknown,8.0,E-300,50.0,,100.0,,,OLYMPUS IMAGING CORP.,unknown,1.0,unknown,1/100,PhotoScape,unknown,unknown,
2451604,A Man and a Woman by a Beach,0.7999370871,"[175, 199, 202]","['#2f4f4f', '#708090', '#bc8f8f', '#d3d3d3']","['australia', 'beach', 'beautiful', 'bikini', 'blue sky', 'couple', 'couple goal', 'daylight', 'enjoyment', 'fun', 'joy', 'landscape', 'leisure', 'love', 'man', 'ocean', 'people', 'qld', 'queensland', 'recreation', 'relationship', 'romance', 'sand', 'sea', 'seashore', 'sexy', 'shore', 'summer', 'sunglasses', 'swimsuit', 'togetherness', 'topless', 'travel', 'vacation', 'water', 'whit sundays', 'woman']",very_unlikely,5.6,DC-GH5,12.0,ChIJoaPzNjlU2GsRHk5q-HH-i4A,100.0,-20.2824324,149.038854,Panasonic,very_unlikely,0.0,unlikely,,Adobe Photoshop Lightroom Classic 8.0 (Macintosh),very_unlikely,very_unlikely,"Whitsundays, QLD, Australia"
1108195,Topless Toddler With Pants Sitting on White Surface While Looking Up,1.3637323944,"[243, 242, 241]","['#000000', '#bc8f8f', '#f5f5f5']","['adorable', 'baby', 'baby background', 'balloon', 'boy', 'child', 'cute', 'cute baby', 'fun', 'happiness', 'innocence', 'joy', 'kid', 'kids', 'leisure', 'little', 'love', 'person', 'photoshoot', 'portrait', 'studio', 'toddler', 'toy', 'young']",very_unlikely,3.5,NIKON D5,35.0,ChIJ6YsdRXreyIkRAtfdWuDlPHc,125.0,40.1044709,-76.999871,NIKON CORPORATION,very_unlikely,0.0,unlikely,,Adobe Photoshop Lightroom Classic 7.1 (Macintosh),very_unlikely,very_unlikely,"Dillsburg, PA, United States"
2055236,Man And Woman Kissing Holding Dog With Leash,0.6666666667,"[37, 44, 38]","['#000000', '#696969', '#a52a2a', '#a9a9a9']","['affection', 'boyfriend', 'couple', 'dog', 'fashion', 'kissing', 'love', 'man', 'people', 'pet', 'romance', 'romantic', 'together', 'togetherness', 'valentines', 'valentines day']",very_unlikely,2.0,Canon EOS 6D,135.0,ChIJMyzPysqQpgARlznSOl55NVs,500.0,-19.9166813,-43.9344931,Canon,very_unlikely,1.0,unlikely,,Adobe Photoshop CC 2017 (Macintosh),unlikely,very_unlikely,"Belo Horizonte, MG, Brazil"
2559474,Couple At The Park ,0.6665930181,"[157, 160, 159]","['#000000', '#4682b4', '#696969', '#bc8f8f', '#d3d3d3']","['affection', 'couple', 'enjoyment', 'happiness', 'happy', 'love', 'man', 'panama city', 'people', 'togetherness', 'woman']",very_unlikely,1.8,NIKON D3100,35.0,ChIJLUnNMUtfq48RYAlKoecR3dk,100.0,9.1223491,-79.7311627,NIKON CORPORATION,very_unlikely,0.0,very_unlikely,,Adobe Photoshop Lightroom Classic 8.3.1 (Macintosh),very_unlikely,very_unlikely,Panamá
2917382,A Couple In White Dress Standing In View Of The Mountain,0.6666666667,"[177, 167, 157]","['#000000', '#696969', '#a9a9a9', '#f5f5f5']","['backside', 'behind', 'bride', 'bride and groom', 'couple', 'couple in love', 'couples', 'dawn', 'dress', 'engagement', 'fashion', 'fog', 'girl', 'groom', 'happiness', 'high angle', 'landscape', 'love', 'love couple', 'love couples', 'married', 'married couple', 'mist', 'people', 'photoshoot', 'portrait', 'romance', 'romantic', 'romantic couple', 'sun', 'sunset', 'together', 'togetherness', 'tree', 'wear', 'wedding', 'wedding background', 'wedding wallpaper', 'winter', 'woman']",very_unlikely,4.0,Canon EOS 6D,35.0,,500.0,,,Canon,very_unlikely,1.0,very_unlikely,,Adobe Photoshop CC 2019 (Windows),very_unlikely,very_unlikely,
704748,Three Red Heart Balloons,0.6666666667,"[194, 164, 175]","['#c0c0c0', '#cd5c5c', '#ff0000', '#ffb6c1']","['art', 'balloon', 'color', 'design', 'floating', 'heart', 'helium', 'love', 'love background', 'love wallpaper', 'red', 'ribbon', 'romance', 'romantic', 'room', 'shape', 'studio', 'studio background', 'valentines', 'valentines day']",unknown,2.2,Canon EOS 760D,50.0,,100.0,,,Canon,unknown,1.0,unknown,1/125,Adobe Photoshop Lightroom 6.0 (Windows),unknown,unknown,
1309375,Close Up Photography of Body of Water,1.5,"[124, 129, 140]","['#000000', '#696969', '#c0c0c0']","['beach', 'clean', 'cold', 'HD wallpaper', 'ocean', 'outdoors', 'purity', 'sea', 'seashore', 'water', 'waves']",very_unlikely,5.6,Canon EOS 1100D,55.0,,1600.0,,,Canon,very_unlikely,0.0,very_unlikely,,PhotoScape,very_unlikely,unlikely,
1160963,Gray Air Condenser Mounted on White Wall,0.6666666667,"[187, 187, 186]","['#000000', '#696969', '#a9a9a9', '#f5f5f5']","['building', 'concrete', 'dirty', 'light and shadow', 'minimalism', 'minimalist', 'minimalistic', 'outdoors', 'shadow', 'sunlight', 'urban', 'ventilator', 'wall']",very_unlikely,8.0,X-T10,24.3,ChIJHS0e0JupQjQRfXn-xB6KGLo,200.0,25.0421407,121.5198716,FUJIFILM,very_unlikely,1.0,very_unlikely,,Adobe Photoshop CS6 (Macintosh),very_unlikely,very_unlikely,"Zhongzheng District, Taipei City, Taiwan"
1098982,Black Metal Framed Glass Door,1.5,"[105, 114, 100]","['#2f4f4f', '#808080', '#d2b48c', '#f5f5f5']","['carpet', 'contemporary', 'daylight', 'design', 'door', 'floor', 'furnitures', 'glass door', 'indoors', 'inside', 'interior', 'interior design', 'low angle shot', 'minimalist', 'modern', 'office', 'rooms']",very_unlikely,5.6,NX3000,23.0,ChIJawhoAASnyhQR0LABvJj-zOE,320.0,41.0082376,28.9783589,SAMSUNG,very_unlikely,0.0,unlikely,,Adobe Photoshop Lightroom Classic 7.0 (Macintosh),very_unlikely,very_unlikely,"Fatih, İstanbul, Turkey"
707581,Beige Wooden Nightstand With White Desk Lamp; Brown Wooden Bed With Grey Comforter Set,1.4983713355,"[182, 182, 183]","['#2f4f4f', '#696969', '#d2b48c', '#d3d3d3']","['bed', 'bedroom', 'bedroom background', 'bedroom wallpaper', 'chair', 'comfort', 'comfortable', 'decor', 'design', 'furnitures', 'hotel', 'indoors', 'inside', 'interior', 'interior decoration', 'interior design', 'lamp', 'light', 'minimalist', 'modern', 'paintings', 'pillows', 'room', 'stylish']",unknown,4.5,NIKON D800,35.0,,640.0,,,NIKON CORPORATION,unknown,0.0,unknown,1/25,Adobe Photoshop Lightroom 5.7.1 (Windows),unknown,unknown,
304875,Silhouette of Tree,1.4985689754,"[117, 138, 134]","['#2f4f4f', '#808080', '#d3d3d3']","['abstract', 'art', 'background', 'blur', 'bright', 'california', 'clean', 'close-up', 'cold', 'color', 'design', 'dew', 'droplets', 'glass', 'insubstantial', 'mist', 'palm trees', 'rain', 'raindrops', 'reflection', 'shining', 'texture', 'water', 'wet', 'window']",,7.1,ILCE-7RM2,24.0,,320.0,,,SONY,,0.0,,1/125,Adobe Photoshop Lightroom 6.8 (Macintosh),,,
914363,Photo of Scissor on Black Leather Cushion,1.4998302207,"[62, 60, 59]",['#696969'],"['design', 'furniture', 'leather', 'minimalism', 'minimalist', 'pattern', 'scissors', 'sofa', 'surface', 'texture', 'top view']",,3.5,NIKON D3100,18.0,,800.0,,,NIKON CORPORATION,,0.0,,,Adobe Photoshop Lightroom 5.7 (Windows),,,
2317640,Man Walking on Roof Top,0.7504347826,"[204, 201, 202]","['#696969', '#c0c0c0']","['action', 'build', 'builder', 'building', 'city', 'climb', 'construction', 'danger', 'daylight', 'industry', 'job', 'labor', 'light', 'low angle shot', 'man', 'minimalism', 'minimalist', 'outdoors', 'person', 'repair', 'side view', 'travel', 'wall', 'work', 'worker', 'working']",very_unlikely,,,,ChIJMyzPysqQpgARlznSOl55NVs,,-19.9166813,-43.9344931,,very_unlikely,0.0,very_unlikely,,,very_unlikely,very_unlikely,"Belo Horizonte, MG, Brazil"
2885683,Signage Of A Clothing Brand,1.5,"[172, 199, 184]","['#4682b4', '#87ceeb', '#9acd32', '#afeeee', '#db7093', '#dc143c', '#ff0000', '#ffa500']","['advertisement', 'architect', 'architectural', 'architectural design', 'architecture', 'art', 'artwork', 'brand name', 'bright', 'business', 'catchy', 'clothing', 'color', 'colorful', 'colour', 'colourful', 'contemporary', 'creativity', 'cube', 'department store', 'family', 'fe21', 'geometric', 'graphic design', 'leisure', 'minimal', 'minimalism', 'minimalist', 'minimalistic', 'modern', 'motley', 'pattern', 'shapes', 'shop', 'storese', 'stripe', 'theme', 'vibrant color']",very_unlikely,,,,,,,,,very_unlikely,1.0,possible,,Adobe Photoshop CS6 (Macintosh),very_unlikely,very_unlikely,
2507016,Photo of Mirrors in Bathroom,1.3304949441,"[108, 98, 84]","['#000000', '#696969', '#d3d3d3', '#f4a460']","['architecture', 'bath towels', 'bathroom', 'clean', 'comfort room', 'faucet', 'hotel', 'indoors', 'interior', 'interior decoration', 'interior design', 'lavatory', 'mirror', 'restroom', 'sink']",very_unlikely,8.0,ILCE-7RM2,24.0,ChIJadawrk9svhQRClkG9xjiplE,160.0,37.034407,27.43054,SONY,very_unlikely,1.0,very_unlikely,,Adobe Photoshop CC 2017 (Windows),very_unlikely,very_unlikely,"Bodrum, Muğla Province, Turkey"
2343474,Flat Screen Monitor Turned-on in Office,0.6666666667,"[158, 158, 159]","['#000000', '#696969', '#a9a9a9', '#f5f5f5']","['architecture', 'chair', 'clean', 'contemporary', 'daylight', 'floor', 'furnitures', 'glass', 'glass items', 'indoors', 'inside', 'interior', 'interior design', 'modern', 'monitors', 'office', 'room', 'technology', 'window', 'wood']",very_unlikely,2.0,Canon EOS-1D X Mark II,24.0,,250.0,,,Canon,very_unlikely,0.0,very_unlikely,,Adobe Lightroom 2.3 (Windows),very_unlikely,very_unlikely,
1013329,Woman Wearing Blue and Yellow Long-sleeved Shirt Walking Near White and Yellow Painted Wall,1.5,"[194, 195, 171]","['#000000', '#696969', '#a0522d', '#a9a9a9', '#daa520', '#eedd82', '#f5fffa']","['active', 'adult', 'banana', 'beach', 'beautiful', 'blue', 'blush', 'building', 'cartography', 'cartoon', 'colors', 'converse', 'door', 'exercise', 'fit', 'fun', 'girl', 'graffiti', 'house', 'lady', 'leisure', 'lifestyle', 'man', 'minimalism', 'minimalist', 'minimalistic', 'outdoors', 'people', 'recreation', 'road', 'run', 'sports', 'street', 'summer', 'urban', 'wall', 'woman', 'yellow', 'young']",very_unlikely,2.8,Canon EOS 6D,85.0,ChIJjw5wVMHZ0UAREED2iIQGAQA,100.0,48.379433,31.1655799,Canon,very_unlikely,1.0,unlikely,,Adobe Photoshop CC 2014 (Windows),very_unlikely,very_unlikely,"Dobrovelychkivs'kyi district, Kirovohrads'ka oblast, Ukraine"
322338,White Imac and Apple Magic Keyboard,1.5,"[182, 181, 181]","['#2f4f4f', '#f5f5f5']","['blur', 'coffee', 'computer', 'desk', 'desktop', 'focus', 'furniture', 'imac', 'indoors', 'inside', 'keyboard', 'minimalist', 'modern', 'mug', 'pens', 'table', 'technology', 'wireless', 'work desk', 'work space', 'workplace']",,1.8,Canon EOS 60D,50.0,,250.0,,,Canon,,0.0,,1/50,Adobe Photoshop Lightroom 6.3 (Macintosh),,,
2962258,Person Holding Brown Mug,1.5,"[109, 96, 79]","['#000000', '#808080', '#8b4513', '#d3d3d3', '#e9967a']","['bright', 'ceramic', 'ceramic cup', 'close-up', 'coffee cup', 'colors', 'daylight', 'daytime', 'drink', 'environment', 'fashion', 'focus', 'fresh water', 'human', 'landscape', 'mug', 'nature', 'outdoors', 'outfit', 'person', 'photoshoot', 'porcelain', 'scenery', 'scenic', 'water', 'waterfalls', 'wear', 'woman', 'woman hand']",very_unlikely,4.0,Canon EOS 5D Mark IV,70.0,ChIJKT5VaAgrg1MRgigZC70CIB8,800.0,52.8736786,-118.0813581,Canon,very_unlikely,1.0,very_unlikely,,Adobe Photoshop CC 2019 (Macintosh),very_unlikely,very_unlikely,"Jasper, AB, Canada"
1343514,Selective Focus Photography of Tree Leaves,1.5,"[41, 45, 34]","['#000000', '#556b2f', '#6b8e23', '#cd853f']","['backlit', 'branches', 'bright', 'colors', 'daylight', 'environment', 'forest', 'growth', 'landscape', 'leaves', 'nature', 'outdoors', 'scenery', 'scenic', 'sunlight', 'tree trunks', 'trees', 'woods']",very_unlikely,,Canon EOS 6D,,ChIJByjqov3-AzQR2pT0dDW0bUg,640.0,22.3192011,114.1696121,Canon,very_unlikely,0.0,very_unlikely,,Adobe Photoshop Camera Raw 9.7 (Macintosh),very_unlikely,very_unlikely,"Kowloon, Hong Kong"
724513,Two Man Sitting on the Sand Near the Beach,1.5,"[199, 201, 188]","['#696969', '#f5f5dc']","['adults', 'beach', 'bright', 'cloudy sky', 'daylight', 'landscape', 'leisure', 'looking', 'men', 'ocean', 'outdoors', 'people', 'recreation', 'relaxation', 'sand', 'sea', 'seafoam', 'seashore', 'sitting', 'surf', 'together', 'travel', 'vacation', 'water', 'waves']",,1.8,Canon EOS 7D,50.0,,100.0,,,Canon,,0.0,,,Adobe Photoshop Lightroom 6.5.1 (Windows),,,
